ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,PubMedIDs
Cytarabine,D003561,147-94-4,"Leukemia, Myelomonocytic, Acute",MESH:D015479,therapeutic,3457103
Cytarabine,D003561,147-94-4,"Leukemia, Myelomonocytic, Chronic",MESH:D015477,therapeutic,15981233
Cytarabine,D003561,147-94-4,"Leukemia, Promyelocytic, Acute",MESH:D015473,therapeutic,10742073|11860447|23295767|2746881|2783512|32929351|7934481|8616088|8847803|9519692
Cytarabine,D003561,147-94-4,"Leukemia, Radiation-Induced",MESH:D007953,therapeutic,7858489
Cytarabine,D003561,147-94-4,"Leukemia, T-Cell",MESH:D015458,therapeutic,11960272
Cytarabine,D003561,147-94-4,Leukocytosis,MESH:D007964,marker/mechanism,1567670|8318674
Cytarabine,D003561,147-94-4,Leukocytosis,MESH:D007964,therapeutic,7905174
Cytarabine,D003561,147-94-4,Leukoencephalopathies,MESH:D056784,marker/mechanism,14872029|20363963|2768785|3457103|4033929|8083715|8576470
Cytarabine,D003561,147-94-4,Leukoencephalopathies,MESH:D056784,therapeutic,11966594
Cytarabine,D003561,147-94-4,Leukopenia,MESH:D007970,marker/mechanism,10520005|12620292|7529655
Cytarabine,D003561,147-94-4,Liver Diseases,MESH:D008107,marker/mechanism,3463209|6223674|7858489
Cytarabine,D003561,147-94-4,Liver Failure,MESH:D017093,marker/mechanism,10327034|12531223
Cytarabine,D003561,147-94-4,Lung Diseases,MESH:D008171,marker/mechanism,3463209
Cytarabine,D003561,147-94-4,Lymphoma,MESH:D008223,therapeutic,10963643|11459208|12180108|12707070|1559790|16864853|2411382|3334893|3585447|6651239
Cytarabine,D003561,147-94-4,"Lymphoma, AIDS-Related",MESH:D016483,therapeutic,1710673
Cytarabine,D003561,147-94-4,"Lymphoma, B-Cell",MESH:D016393,therapeutic,14872029|19542534
Cytarabine,D003561,147-94-4,"Lymphoma, Large B-Cell, Diffuse",MESH:D016403,therapeutic,9858151
Cytarabine,D003561,147-94-4,"Lymphoma, Mantle-Cell",MESH:D020522,therapeutic,20521909
Cytarabine,D003561,147-94-4,"Lymphoma, Non-Hodgkin",MESH:D008228,therapeutic,16467107|17577797|3874431|4551303|6941069|8964202
Cytarabine,D003561,147-94-4,"Lymphoma, T-Cell",MESH:D016399,therapeutic,11960272|17207701
Cytarabine,D003561,147-94-4,Lymphopenia,MESH:D008231,marker/mechanism,39331569
Cytarabine,D003561,147-94-4,Medulloblastoma,MESH:D008527,therapeutic,22362285
Cytarabine,D003561,147-94-4,Meningeal Neoplasms,MESH:D008577,therapeutic,11161370|2297635|2428950|8638223
Cytarabine,D003561,147-94-4,Meningism,MESH:D008580,marker/mechanism,4201653
Cytarabine,D003561,147-94-4,Meningitis,MESH:D008581,marker/mechanism,1567670
Cytarabine,D003561,147-94-4,"Meningitis, Aseptic",MESH:D008582,marker/mechanism,11176579|11368387|3468760
Cytarabine,D003561,147-94-4,Mental Disorders,MESH:D001523,marker/mechanism,10715301
Cytarabine,D003561,147-94-4,Microcephaly,MESH:D008831,marker/mechanism,10985699|16638609|6085450|7158296
Cytarabine,D003561,147-94-4,Mucositis,MESH:D052016,marker/mechanism,12161355|12497211|16219352|21239698|7858489
Cytarabine,D003561,147-94-4,Multiple Myeloma,MESH:D009101,therapeutic,11586419
Cytarabine,D003561,147-94-4,Muscle Weakness,MESH:D018908,marker/mechanism,15891563|17356399|8576470|9186541
Cytarabine,D003561,147-94-4,Myelitis,MESH:D009187,marker/mechanism,11019787|19821538|7943613
Cytarabine,D003561,147-94-4,"Myelitis, Transverse",MESH:D009188,marker/mechanism,17304378|2428950
Cytarabine,D003561,147-94-4,Myelodysplastic Syndromes,MESH:D009190,therapeutic,10327034|10786197|10803936|2622113|3567369|9200991
Cytarabine,D003561,147-94-4,Nausea,MESH:D009325,marker/mechanism,3463209|6542584|7858489
Cytarabine,D003561,147-94-4,Necrosis,MESH:D009336,marker/mechanism,10891466|11019787|11586419|171611|9619762
Cytarabine,D003561,147-94-4,Neoplasm Metastasis,MESH:D009362,therapeutic,2297635
Cytarabine,D003561,147-94-4,Neoplasms,MESH:D009369,therapeutic,8312290
Cytarabine,D003561,147-94-4,"Neoplasms, Experimental",MESH:D009374,therapeutic,22362285
Cytarabine,D003561,147-94-4,"Nephritis, Interstitial",MESH:D009395,marker/mechanism,11096300
Cytarabine,D003561,147-94-4,Nerve Degeneration,MESH:D009410,marker/mechanism,2297635
Cytarabine,D003561,147-94-4,Nervous System Diseases,MESH:D009422,marker/mechanism,11070476|14985933|1588374|2057413|2778484|3698171|3906761|3977204|4070631|4551303|9053511
Cytarabine,D003561,147-94-4,Nervous System Malformations,MESH:D009421,marker/mechanism,16638609|6085450
Cytarabine,D003561,147-94-4,Nervous System Neoplasms,MESH:D009423,therapeutic,12707070
Cytarabine,D003561,147-94-4,Neurobehavioral Manifestations,MESH:D019954,marker/mechanism,22212197
Cytarabine,D003561,147-94-4,Neurotoxicity Syndromes,MESH:D020258,marker/mechanism,18836794|2131034
Cytarabine,D003561,147-94-4,Neutropenia,MESH:D009503,marker/mechanism,10813714|17207701|20521909|3459811|4551303|7529655
Cytarabine,D003561,147-94-4,"Nystagmus, Pathologic",MESH:D009759,marker/mechanism,11442472|3925559|6651239|8638223
Cytarabine,D003561,147-94-4,Olfaction Disorders,MESH:D000857,marker/mechanism,8504443
Cytarabine,D003561,147-94-4,Optic Atrophy,MESH:D009896,marker/mechanism,8504443
Cytarabine,D003561,147-94-4,Optic Nerve Diseases,MESH:D009901,marker/mechanism,2297635
Cytarabine,D003561,147-94-4,Optic Neuritis,MESH:D009902,marker/mechanism,8504443
Cytarabine,D003561,147-94-4,Otitis Media with Effusion,MESH:D010034,therapeutic,8847803
Cytarabine,D003561,147-94-4,Ovarian Neoplasms,MESH:D010051,therapeutic,6542584
Cytarabine,D003561,147-94-4,Pain,MESH:D010146,marker/mechanism,2559449|2655870|6941069
Cytarabine,D003561,147-94-4,Pancreatitis,MESH:D010195,marker/mechanism,2411382|6949626
Cytarabine,D003561,147-94-4,Papilledema,MESH:D010211,marker/mechanism,17209054|18575860
Cytarabine,D003561,147-94-4,Paralysis,MESH:D010243,marker/mechanism,2729330|3455842|4201653
Cytarabine,D003561,147-94-4,"Paraparesis, Spastic",MESH:D020336,marker/mechanism,271037
Cytarabine,D003561,147-94-4,Paraplegia,MESH:D010264,marker/mechanism,2023567|2428950|282937
Cytarabine,D003561,147-94-4,Paresis,MESH:D010291,marker/mechanism,11019787|16247223|8504443
Cytarabine,D003561,147-94-4,Paresthesia,MESH:D010292,marker/mechanism,19489054|282937|9186541
Cytarabine,D003561,147-94-4,"Parkinson Disease, Secondary",MESH:D010302,marker/mechanism,14696914|3504550
Cytarabine,D003561,147-94-4,Pericarditis,MESH:D010493,marker/mechanism,12972701|3784982|6477012|7869742|9322684|9866424
Cytarabine,D003561,147-94-4,Peripheral Nervous System Diseases,MESH:D010523,marker/mechanism,15279668|1661126|16826348|17170721|2554727|2559449|3001234|3013396|4374291|8394169|8445943|8909309
Cytarabine,D003561,147-94-4,Peripheral Nervous System Diseases,MESH:D010523,therapeutic,1545569
Cytarabine,D003561,147-94-4,Peritonitis,MESH:D010538,marker/mechanism,3784982|3873521
Cytarabine,D003561,147-94-4,Photophobia,MESH:D020795,marker/mechanism,10172409|12855993|3463209
Cytarabine,D003561,147-94-4,Placenta Diseases,MESH:D010922,marker/mechanism,33225757
Cytarabine,D003561,147-94-4,Pleural Effusion,MESH:D010996,marker/mechanism,12972701
Cytarabine,D003561,147-94-4,Pneumonia,MESH:D011014,marker/mechanism,12531223
Cytarabine,D003561,147-94-4,Polycythemia Vera,MESH:D011087,therapeutic,3978659
Cytarabine,D003561,147-94-4,Polyneuropathies,MESH:D011115,marker/mechanism,1559790|2131034
Cytarabine,D003561,147-94-4,Polyradiculopathy,MESH:D011128,marker/mechanism,17209054
Cytarabine,D003561,147-94-4,Posterior Leukoencephalopathy Syndrome,MESH:D054038,marker/mechanism,16947320
Cytarabine,D003561,147-94-4,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D015452,therapeutic,11070476|17207701|18176182|18191947|21064136|8083715
Cytarabine,D003561,147-94-4,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,therapeutic,11019787|11176579|11241435|11873541|12026238|12116067|12454752|12460237|12764767|1389541|1512162|1567670|15891567|16247223|17170721|17209054|17304378|17356399|20121554|20363963|21182165|21297632|2214347|2428950|276417|2768785|284172|3111251|3463435|3468760|3863976|4201653|6477012|6941069|7247768|7357520|7943613|8326402|9403207
Cytarabine,D003561,147-94-4,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054218,therapeutic,12426685|16831976|20167372
Cytarabine,D003561,147-94-4,"Pregnancy Complications, Neoplastic",MESH:D011252,marker/mechanism,7529655
Cytarabine,D003561,147-94-4,Prenatal Exposure Delayed Effects,MESH:D011297,marker/mechanism,806125
Cytarabine,D003561,147-94-4,Primary Myelofibrosis,MESH:D055728,therapeutic,3428138
Cytarabine,D003561,147-94-4,Proteinuria,MESH:D011507,marker/mechanism,11096300
Cytarabine,D003561,147-94-4,Pseudobulbar Palsy,MESH:D020828,marker/mechanism,2011096
Cytarabine,D003561,147-94-4,Pseudotumor Cerebri,MESH:D011559,marker/mechanism,1581242
Cytarabine,D003561,147-94-4,Pulmonary Edema,MESH:D011654,marker/mechanism,8318674
Cytarabine,D003561,147-94-4,Quadriplegia,MESH:D011782,marker/mechanism,11873541|8909309|9186541
Cytarabine,D003561,147-94-4,Radiculopathy,MESH:D011843,marker/mechanism,12026238|18549396
Cytarabine,D003561,147-94-4,Raynaud Disease,MESH:D011928,marker/mechanism,6846998
Cytarabine,D003561,147-94-4,Recurrence,MESH:D012008,therapeutic,12026238|17207701|7247768|8964202
Cytarabine,D003561,147-94-4,Retinal Dysplasia,MESH:D015792,marker/mechanism,806125
Cytarabine,D003561,147-94-4,Retinal Hemorrhage,MESH:D012166,marker/mechanism,10997890
Cytarabine,D003561,147-94-4,Rhabdomyolysis,MESH:D012206,marker/mechanism,8832525
Cytarabine,D003561,147-94-4,Rhabdomyosarcoma,MESH:D012208,therapeutic,19821538
Cytarabine,D003561,147-94-4,Schizophrenia,MESH:D012559,marker/mechanism,14985933
Cytarabine,D003561,147-94-4,Seizures,MESH:D012640,marker/mechanism,17170721|17209054|276417|4033929
Cytarabine,D003561,147-94-4,Sensation Disorders,MESH:D012678,marker/mechanism,8638223
Cytarabine,D003561,147-94-4,Sepsis,MESH:D018805,marker/mechanism,12497211
Cytarabine,D003561,147-94-4,"Sexual Dysfunction, Physiological",MESH:D012735,marker/mechanism,20955318
Cytarabine,D003561,147-94-4,Shock,MESH:D012769,marker/mechanism,8318674
Cytarabine,D003561,147-94-4,Sinoatrial Block,MESH:D012848,marker/mechanism,9680105
Cytarabine,D003561,147-94-4,Skin Diseases,MESH:D012871,marker/mechanism,12620292|2922357
Cytarabine,D003561,147-94-4,Spinal Cord Diseases,MESH:D013118,marker/mechanism,11873541|15891563|17207701|2023567|2297635|8416707|8504443
Cytarabine,D003561,147-94-4,Spinal Diseases,MESH:D013122,marker/mechanism,17170721
Cytarabine,D003561,147-94-4,Stomatitis,MESH:D013280,marker/mechanism,16219352
Cytarabine,D003561,147-94-4,Thrombocytopenia,MESH:D013921,marker/mechanism,10520005|10813714|12620292|20521909|3459811|6223674|7529655
Cytarabine,D003561,147-94-4,Thymus Hyperplasia,MESH:D013952,marker/mechanism,11860447
Cytarabine,D003561,147-94-4,Tremor,MESH:D014202,marker/mechanism,4518764
Cytarabine,D003561,147-94-4,Tumor Lysis Syndrome,MESH:D015275,marker/mechanism,21239698
Cytarabine,D003561,147-94-4,Urinary Incontinence,MESH:D014549,marker/mechanism,15891563|17356399
Cytarabine,D003561,147-94-4,Urinary Retention,MESH:D016055,marker/mechanism,15891563|9186541
Cytarabine,D003561,147-94-4,Urticaria,MESH:D014581,marker/mechanism,10491558
Cytarabine,D003561,147-94-4,Vasculitis,MESH:D014657,marker/mechanism,3165346|9511781
Cytarabine,D003561,147-94-4,"Vasospasm, Intracranial",MESH:D020301,marker/mechanism,17356399
Cytarabine,D003561,147-94-4,"Ventricular Dysfunction, Left",MESH:D018487,marker/mechanism,16151589
Cytarabine,D003561,147-94-4,Ventricular Fibrillation,MESH:D014693,marker/mechanism,2622113|6401894
Cytarabine,D003561,147-94-4,Vision Disorders,MESH:D014786,marker/mechanism,10997890|12855993|3152975|8504443
Cytarabine,D003561,147-94-4,Vomiting,MESH:D014839,marker/mechanism,11902300|3463209|3554086|3885116|4201653|6542584|7858489|8638223|9186541
Cytarabine,D003561,147-94-4,Weight Gain,MESH:D015430,marker/mechanism,8318674
Cytarabine,D003561,147-94-4,Weight Loss,MESH:D015431,marker/mechanism,33225757
Cytidine,D003562,65-46-3,Hypotension,MESH:D007022,marker/mechanism,18313046
Cytidine Diphosphate Choline,D003566,987-78-0,Amnesia,MESH:D000647,therapeutic,2392950|2511850
Cytidine Diphosphate Choline,D003566,987-78-0,Amphetamine-Related Disorders,MESH:D019969,therapeutic,20043005
Cytidine Diphosphate Choline,D003566,987-78-0,Central Nervous System Diseases,MESH:D002493,therapeutic,17873684
Cytidine Diphosphate Choline,D003566,987-78-0,Cocaine-Related Disorders,MESH:D019970,therapeutic,10102764|11123003|11594440|17873684
Cytidine Diphosphate Choline,D003566,987-78-0,Spinal Cord Injuries,MESH:D013119,therapeutic,16257217
Cytidine Diphosphate Choline,D003566,987-78-0,Stroke,MESH:D020521,therapeutic,15756928|9305321
cytisine,C004712,485-35-8,Seizures,MESH:D012640,marker/mechanism,10942032|6843794
cytisine,C004712,485-35-8,Tobacco Use Disorder,MESH:D014029,therapeutic,23022271
Cytochalasin D,D015638,22144-77-0,Neural Tube Defects,MESH:D009436,marker/mechanism,3135633
cytoflavin,C507879,,Cardiomyopathies,MESH:D009202,marker/mechanism,20408423
Cytokines,D016207,,Amyotrophic Lateral Sclerosis,MESH:D000690,marker/mechanism,28532674
Cytokines,D016207,,Coxsackievirus Infections,MESH:D003384,marker/mechanism,11789664
Cytokines,D016207,,Cytomegalovirus Infections,MESH:D003586,marker/mechanism,11789664
Cytokines,D016207,,Myocarditis,MESH:D009205,marker/mechanism,11789664
Cytosine,D003596,71-30-7,"Lymphoma, B-Cell",MESH:D016393,therapeutic,9375755
Cytosine,D003596,71-30-7,Precursor Cell Lymphoblastic Leukemia-Lymphoma,MESH:D054198,therapeutic,10457124
Cytostatic Agents,D054697,,Myocardial Infarction,MESH:D009203,marker/mechanism,7500710
Cytostatic Agents,D054697,,Polyarteritis Nodosa,MESH:D010488,therapeutic,2399379
Cytotoxins,D003603,,Congenital Abnormalities,MESH:D000013,marker/mechanism,24927037
Cytotoxins,D003603,,Prenatal Exposure Delayed Effects,MESH:D011297,marker/mechanism,24927037
CYVADIC protocol,C034901,,Sarcoma,MESH:D012509,therapeutic,15304162
D 004 extract,C504503,,Prostatic Hyperplasia,MESH:D011470,therapeutic,16784248
D-161 compound,C532102,,Depressive Disorder,MESH:D003866,therapeutic,18561912|21446715
D-161 compound,C532102,,"Disease Models, Animal",MESH:D004195,therapeutic,21446715
DA 8031,C559089,,Premature Ejaculation,MESH:D061686,therapeutic,23394880
Dabigatran,D000069604,,Hemorrhage,MESH:D006470,marker/mechanism,17764540
Dabigatran,D000069604,,Inflammation,MESH:D007249,therapeutic,25138021
Dabigatran,D000069604,,Nerve Degeneration,MESH:D009410,therapeutic,28585189
Dabigatran,D000069604,,Non-alcoholic Fatty Liver Disease,MESH:D065626,therapeutic,25138021
Dabigatran,D000069604,,Stroke,MESH:D020521,therapeutic,21041570
Dabigatran,D000069604,,Venous Thromboembolism,MESH:D054556,therapeutic,17764540
Dabigatran,D000069604,,Venous Thrombosis,MESH:D020246,therapeutic,17911567
Dabigatran,D000069604,,Weight Gain,MESH:D015430,therapeutic,25138021
dabrafenib,C561627,,Melanoma,MESH:D008545,therapeutic,23237741
dabrafenib,C561627,,Skin Diseases,MESH:D012871,marker/mechanism,20823850
Dacarbazine,D003606,4342-03-4,Adenocarcinoma,MESH:D000230,marker/mechanism,1127724
Dacarbazine,D003606,4342-03-4,Adenocarcinoma,MESH:D000230,therapeutic,6340628
Dacarbazine,D003606,4342-03-4,Anus Neoplasms,MESH:D001005,therapeutic,12170190
Dacarbazine,D003606,4342-03-4,Breast Neoplasms,MESH:D001943,therapeutic,17983394
Dacarbazine,D003606,4342-03-4,Budd-Chiari Syndrome,MESH:D006502,marker/mechanism,20308330|3359400|3543778|4024678|509400|6771598|6883354|7085277|7113323|7218735
Dacarbazine,D003606,4342-03-4,Carcinoid Tumor,MESH:D002276,therapeutic,16051944
Dacarbazine,D003606,4342-03-4,"Carcinoma, Renal Cell",MESH:D002292,therapeutic,16201981
Dacarbazine,D003606,4342-03-4,Cardiomyopathies,MESH:D009202,marker/mechanism,597823
Dacarbazine,D003606,4342-03-4,Carotid Artery Thrombosis,MESH:D002341,marker/mechanism,11330370
Dacarbazine,D003606,4342-03-4,Central Nervous System Diseases,MESH:D002493,marker/mechanism,4214608
Dacarbazine,D003606,4342-03-4,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,20308330|24085192|28437613|7218735
Dacarbazine,D003606,4342-03-4,Colorectal Neoplasms,MESH:D015179,therapeutic,15273666|7960606
Dacarbazine,D003606,4342-03-4,Cystitis,MESH:D003556,marker/mechanism,17692730
Dacarbazine,D003606,4342-03-4,"Desmoid disease, hereditary",MESH:C535944,therapeutic,9221855
Dacarbazine,D003606,4342-03-4,Desmoid Tumors,MESH:D018222,therapeutic,19069698
Dacarbazine,D003606,4342-03-4,Diarrhea,MESH:D003967,marker/mechanism,6704980
Dacarbazine,D003606,4342-03-4,Drug Hypersensitivity,MESH:D004342,marker/mechanism,16508601|3802121
Dacarbazine,D003606,4342-03-4,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,marker/mechanism,7960606
Dacarbazine,D003606,4342-03-4,Dysuria,MESH:D053159,marker/mechanism,17692730
Dacarbazine,D003606,4342-03-4,Edema,MESH:D004487,marker/mechanism,17692730
Dacarbazine,D003606,4342-03-4,Eosinophilia,MESH:D004802,marker/mechanism,4093126
Dacarbazine,D003606,4342-03-4,Epistaxis,MESH:D004844,marker/mechanism,9221855
Dacarbazine,D003606,4342-03-4,Gastrointestinal Diseases,MESH:D005767,marker/mechanism,7960606
Dacarbazine,D003606,4342-03-4,Glioblastoma,MESH:D005909,therapeutic,12592361|12853885
Dacarbazine,D003606,4342-03-4,Headache,MESH:D006261,marker/mechanism,6704980
Dacarbazine,D003606,4342-03-4,Hematuria,MESH:D006417,marker/mechanism,17692730
Dacarbazine,D003606,4342-03-4,Hemorrhage,MESH:D006470,marker/mechanism,17692730
Dacarbazine,D003606,4342-03-4,Hepatic Veno-Occlusive Disease,MESH:D006504,marker/mechanism,2278422|4093126|528568|6503301|6786601|6986251|7379000
Dacarbazine,D003606,4342-03-4,Hodgkin Disease,MESH:D006689,therapeutic,16170182|18293384|18501091|509400
Dacarbazine,D003606,4342-03-4,Hypocalcemia,MESH:D006996,marker/mechanism,7916039
Dacarbazine,D003606,4342-03-4,Hypotension,MESH:D007022,marker/mechanism,6704980|7916039|8262729
Dacarbazine,D003606,4342-03-4,Leiomyosarcoma,MESH:D007890,therapeutic,11330370
Dacarbazine,D003606,4342-03-4,Leukopenia,MESH:D007970,marker/mechanism,7960606
Dacarbazine,D003606,4342-03-4,Liver Diseases,MESH:D008107,marker/mechanism,2707742|3802121
Dacarbazine,D003606,4342-03-4,Liver Failure,MESH:D017093,marker/mechanism,11901312|528568
Dacarbazine,D003606,4342-03-4,"Lymphoma, Non-Hodgkin",MESH:D008228,marker/mechanism,1127724
Dacarbazine,D003606,4342-03-4,"Mammary Neoplasms, Animal",MESH:D015674,marker/mechanism,1127724
Dacarbazine,D003606,4342-03-4,Melanoma,MESH:D008545,therapeutic,10623706|11135225|11254118|11712820|11746506|11901312|12025231|12202904|12393984|12417787|12439608|12535206|12556972|12640292|12787138|12883367|15020614|15176220|15522559|15577320|15577323|15917704|16034308|16098027|16225601|16248763|16273263|16508601|16760174|16809738|16928243|16939954|16966688|17023156|17119449|17239242|17334785|17508024|17562445|17576460|17623835|17709802|17761969|17973783|18089842|18176117|18281670|18315784|18332650|18445842|18505091|2278422|3359400|3543778|3967259|4024678|528568|6503301|6771598|6786601|6883354|6986251|7085277|7113323|7218735|7379000|7460408
Dacarbazine,D003606,4342-03-4,"Melanoma, Amelanotic",MESH:D018328,therapeutic,15990972
Dacarbazine,D003606,4342-03-4,Nausea,MESH:D009325,marker/mechanism,17692730|6704980
Dacarbazine,D003606,4342-03-4,Neoplasm Metastasis,MESH:D009362,therapeutic,7960606
Dacarbazine,D003606,4342-03-4,Neuroblastoma,MESH:D009447,therapeutic,3688893|857581
Dacarbazine,D003606,4342-03-4,Neutropenia,MESH:D009503,marker/mechanism,12494480|9221855
Dacarbazine,D003606,4342-03-4,Pancreatic Neoplasms,MESH:D010190,therapeutic,11583197
Dacarbazine,D003606,4342-03-4,Peripheral Nervous System Diseases,MESH:D010523,marker/mechanism,3028665
Dacarbazine,D003606,4342-03-4,Phyllodes Tumor,MESH:D003557,therapeutic,17983394
Dacarbazine,D003606,4342-03-4,Prostatic Neoplasms,MESH:D011471,therapeutic,6340628
Dacarbazine,D003606,4342-03-4,Rhabdomyosarcoma,MESH:D012208,therapeutic,857581
Dacarbazine,D003606,4342-03-4,Sarcoma,MESH:D012509,therapeutic,172214|17898927|18313854|2106162
Dacarbazine,D003606,4342-03-4,Shock,MESH:D012769,marker/mechanism,2278422
Dacarbazine,D003606,4342-03-4,Skin Neoplasms,MESH:D012878,therapeutic,7218735
Dacarbazine,D003606,4342-03-4,Thrombocytopenia,MESH:D013921,marker/mechanism,12494480
Dacarbazine,D003606,4342-03-4,Thromboembolism,MESH:D013923,marker/mechanism,7960606
Dacarbazine,D003606,4342-03-4,Thymus Neoplasms,MESH:D013953,marker/mechanism,1127724
Dacarbazine,D003606,4342-03-4,Thyroid Neoplasms,MESH:D013964,therapeutic,11815960|15634649
Dacarbazine,D003606,4342-03-4,Vaginal Neoplasms,MESH:D014625,therapeutic,15577323
Dacarbazine,D003606,4342-03-4,Venous Thrombosis,MESH:D020246,marker/mechanism,11330370|9221855
Dacarbazine,D003606,4342-03-4,Vomiting,MESH:D014839,marker/mechanism,17692730|6704980
daclatasvir,C549273,,Hepatitis C,MESH:D006526,therapeutic,25937625
daclatasvir,C549273,,"Hepatitis C, Chronic",MESH:D019698,therapeutic,25987834
Dactinomycin,D003609,50-76-0,Anemia,MESH:D000740,marker/mechanism,4551437
Dactinomycin,D003609,50-76-0,Anorexia,MESH:D000855,marker/mechanism,17109847
Dactinomycin,D003609,50-76-0,Ascites,MESH:D001201,marker/mechanism,4371666
Dactinomycin,D003609,50-76-0,Bone Marrow Neoplasms,MESH:D019046,therapeutic,14601052
Dactinomycin,D003609,50-76-0,Brain Diseases,MESH:D001927,marker/mechanism,11378345|970111
Dactinomycin,D003609,50-76-0,"Carcinoma, Bronchogenic",MESH:D002283,therapeutic,4559404
Dactinomycin,D003609,50-76-0,"Carcinoma, Transitional Cell",MESH:D002295,marker/mechanism,6250267
Dactinomycin,D003609,50-76-0,Cardiomegaly,MESH:D006332,marker/mechanism,6250267
Dactinomycin,D003609,50-76-0,Cardiomyopathies,MESH:D009202,marker/mechanism,172214
Dactinomycin,D003609,50-76-0,Chemical and Drug Induced Liver Injury,MESH:D056486,marker/mechanism,10423331|4371666
Dactinomycin,D003609,50-76-0,Chest Pain,MESH:D002637,marker/mechanism,7555374
Dactinomycin,D003609,50-76-0,COVID-19,MESH:D000086382,therapeutic,32194980
Dactinomycin,D003609,50-76-0,Cystitis,MESH:D003556,marker/mechanism,4551437
Dactinomycin,D003609,50-76-0,Depressive Disorder,MESH:D003866,marker/mechanism,5101343
Dactinomycin,D003609,50-76-0,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,marker/mechanism,4551437
Dactinomycin,D003609,50-76-0,Dyspnea,MESH:D004417,marker/mechanism,6250267
Dactinomycin,D003609,50-76-0,Edema,MESH:D004487,marker/mechanism,4371666
Dactinomycin,D003609,50-76-0,Eosinophilia,MESH:D004802,marker/mechanism,4551437
Dactinomycin,D003609,50-76-0,Fever,MESH:D005334,marker/mechanism,6250267
Dactinomycin,D003609,50-76-0,Genomic Instability,MESH:D042822,marker/mechanism,21527772
Dactinomycin,D003609,50-76-0,Glioblastoma,MESH:D005909,marker/mechanism,7841041|7861226
Dactinomycin,D003609,50-76-0,Heart Failure,MESH:D006333,marker/mechanism,7555374
Dactinomycin,D003609,50-76-0,Hematuria,MESH:D006417,marker/mechanism,12748258|6250267
Dactinomycin,D003609,50-76-0,Hepatic Veno-Occlusive Disease,MESH:D006504,marker/mechanism,11194540|11208352|11378345|1318536|15039909|15591910|19672975|2561915|7991279|9007466|9191535|9251728|9849483
Dactinomycin,D003609,50-76-0,Hepatomegaly,MESH:D006529,marker/mechanism,6287875
Dactinomycin,D003609,50-76-0,Hyperlipidemias,MESH:D006949,therapeutic,69995
Dactinomycin,D003609,50-76-0,Hypoproteinemia,MESH:D007019,marker/mechanism,4371666
Dactinomycin,D003609,50-76-0,Kidney Neoplasms,MESH:D007680,therapeutic,11194540
Dactinomycin,D003609,50-76-0,Leiomyosarcoma,MESH:D007890,marker/mechanism,12748258
Dactinomycin,D003609,50-76-0,Leukopenia,MESH:D007970,marker/mechanism,4551437
Dactinomycin,D003609,50-76-0,Liver Diseases,MESH:D008107,marker/mechanism,169340
Dactinomycin,D003609,50-76-0,Melanoma,MESH:D008545,therapeutic,3967259
Dactinomycin,D003609,50-76-0,Memory Disorders,MESH:D008569,therapeutic,26773101
Dactinomycin,D003609,50-76-0,Movement Disorders,MESH:D009069,marker/mechanism,21494842
Dactinomycin,D003609,50-76-0,Multiple Organ Failure,MESH:D009102,marker/mechanism,11378345
Dactinomycin,D003609,50-76-0,Myoclonus,MESH:D009207,marker/mechanism,4117482
Dactinomycin,D003609,50-76-0,Nausea,MESH:D009325,marker/mechanism,5101343
Dactinomycin,D003609,50-76-0,Nerve Degeneration,MESH:D009410,therapeutic,23335626
Dactinomycin,D003609,50-76-0,Nervous System Diseases,MESH:D009422,therapeutic,11756511
Dactinomycin,D003609,50-76-0,"Neuroectodermal Tumors, Primitive, Peripheral",MESH:D018241,therapeutic,15823816
Dactinomycin,D003609,50-76-0,Neurotoxicity Syndromes,MESH:D020258,marker/mechanism,11275465
Dactinomycin,D003609,50-76-0,Osteitis Deformans,MESH:D010001,therapeutic,5101343
Dactinomycin,D003609,50-76-0,Osteosarcoma,MESH:D012516,therapeutic,11275465
Dactinomycin,D003609,50-76-0,Ovarian Neoplasms,MESH:D010051,therapeutic,2859431
Dactinomycin,D003609,50-76-0,Pain,MESH:D010146,therapeutic,5101343
Dactinomycin,D003609,50-76-0,Pancreatic Neoplasms,MESH:D010190,therapeutic,10760829|11234897
Dactinomycin,D003609,50-76-0,Paralysis,MESH:D010243,marker/mechanism,21771591
Dactinomycin,D003609,50-76-0,Pica,MESH:D010842,marker/mechanism,17109847
Dactinomycin,D003609,50-76-0,Pulmonary Veno-Occlusive Disease,MESH:D011668,marker/mechanism,11378345
Dactinomycin,D003609,50-76-0,Rhabdomyosarcoma,MESH:D012208,therapeutic,11378345|15591910|18989167|857581|9191535
Dactinomycin,D003609,50-76-0,"Sarcoma, Clear Cell",MESH:D018227,therapeutic,11378345
Dactinomycin,D003609,50-76-0,"Sarcoma, Ewing",MESH:D012512,therapeutic,14601052
Dactinomycin,D003609,50-76-0,Seizures,MESH:D012640,marker/mechanism,4117482|5562621
