ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,PubMedIDs
Heparin,D006493,9005-49-6,Thrombocytopenia,MESH:D013921,marker/mechanism,10209835|10381515|10391290|10431876|10517114|10630659|10638925|10726030|10758796|10883918|10912108|10981578|11236357|11269422|11294800|11532640|11560843|11578153|11588041|11771214|11827497|11840659|11936715|12043784|12143956|12221676|12407843|12437677|12520161|12557413|12637624|1310879|1352765|1358714|1386526|1398304|1424893|1451649|14653445|14979398|15071388|15156309|1521403|15282674|15333046|15335186|1539524|15500112|15503587|15520711|15564710|1558085|1574877|15795722|16038130|16148626|16149013|1625071|16305522|16311669|16313480|16341302|1635495|16456608|1657813|16598366|16651880|1666193|1671929|16893407|1689564|16928996|16933276|16961586|17050234|1713745|1737430|17381384|17720387|1788719|17954999|17955717|17996113|18068655|18093673|18208574|18336108|18363253|18589141|18645060|18798244|18799498|18827864|18980087|19129243|19129690|19156386|19195684|19212729|19234918|19304774|19483362|19519692|19576363|19660256|1977060|20056052|2012074|20123238|20162249|20184249|2029354|2042450|20495512|20504888|20808689|21138266|2217020|2219218|2318116|2404914|24100055|2448206|2457310|24733133|2522633|2525017|2607822|2677192|2968585|3047905|3049427|3137127|3239346|3337969|3368814|3418400|3488869|3569071|3597509|3739889|3773133|3803229|3831153|3955462|3976652|4003982|4030832|4044698|4094489|435052|451885|469218|507970|518011|591536|6195949|6232516|6418095|6476504|6476763|6615052|6655013|6718838|6741980|6839984|6871112|6875393|6935763|697611|7058132|7077203|7142830|7167388|7240989|7305655|7460659|7573095|7806103|7979757|7986555|7994280|8031563|8052884|8156472|8171941|8175046|8183389|8213423|8222929|8280214|8282825|8296242|8372814|8400075|8407272|8486459|8512412|8519214|8561350|8623174|8644608|8650513|8659220|8662173|8726609|8736020|8795488|8857892|8950124|8992808|9027018|9066940|9158107|9165476|9201537|9221488|9298861|9381213|9382401|9390592|9446652|9456945|9475822|9497995|9499523|9646784|9695986|9810286|9824039|9864780|9950545
Heparin,D006493,9005-49-6,Thromboembolism,MESH:D013923,marker/mechanism,1358714|1666193|16706967|1788719|17954999|19576363|2318116|3739889|441387|518011|6615052|6670686|7305655|7326845|8107919|8171941|8992808|9027018|9381213|9499523|9646784
Heparin,D006493,9005-49-6,Thromboembolism,MESH:D013923,therapeutic,2029354|369234|8052960|8497841
Heparin,D006493,9005-49-6,Thrombophilia,MESH:D019851,marker/mechanism,16628723|17352667|2219218|9165476
Heparin,D006493,9005-49-6,Thrombophlebitis,MESH:D013924,marker/mechanism,7806103
Heparin,D006493,9005-49-6,Thrombophlebitis,MESH:D013924,therapeutic,3783118|4452704|8748367
Heparin,D006493,9005-49-6,Thrombosis,MESH:D013927,marker/mechanism,10217969|10431876|10630659|10981578|11269422|11294800|11532640|11560843|11578153|11588041|12043784|12407843|12491049|12902121|1310879|1352765|14979412|1521403|15282674|15520711|15795722|16305522|16341302|1635495|1657813|16598366|16893407|16961586|1737430|18208574|18645060|18669753|19129243|19156386|19195684|19415734|19842721|20495512|2404914|2457310|2522633|2677192|2968585|3049427|3137127|3368814|3783542|3810521|3831153|4003982|4044698|4048956|4094489|451885|469218|507970|6195949|6232516|6476504|6507247|6655013|7077203|7460659|7914574|7948777|7986555|8012887|8031563|8156472|8183389|8213423|8282825|8407272|8512412|8519214|8623174|8662173|8726609|9200347|9446652|9456945|9497995|9695986|9824039|9864780|9950545
Heparin,D006493,9005-49-6,Thrombosis,MESH:D013927,therapeutic,12452748|16510832|18980087|19238875|2133253|373351|3874423|4801301|8322273|8446935
Heparin,D006493,9005-49-6,Vascular Diseases,MESH:D014652,marker/mechanism,8313565
Heparin,D006493,9005-49-6,Vascular Diseases,MESH:D014652,therapeutic,6463964
Heparin,D006493,9005-49-6,Vasculitis,MESH:D014657,therapeutic,20337814
Heparin,D006493,9005-49-6,"Vasculitis, Leukocytoclastic, Cutaneous",MESH:D018366,marker/mechanism,11072362|502823
Heparin,D006493,9005-49-6,Venous Thromboembolism,MESH:D054556,marker/mechanism,11827497|15156309
Heparin,D006493,9005-49-6,Venous Thromboembolism,MESH:D054556,therapeutic,12131387|16313480|19625905|2658763|28689179|5041701
Heparin,D006493,9005-49-6,Venous Thrombosis,MESH:D020246,marker/mechanism,10517114|10638925|11236357|11771214|11773578|12221676|12437677|12508172|12520161|1574877|16148626|1625071|16456608|16933276|1713745|1788719|17996113|18068655|18336108|18799498|18827864|19129690|19660256|1977060|2012074|2042450|2318116|24733133|2525017|2607822|3337969|3488869|3597509|3773133|3955462|3976652|4030832|435052|6476763|6875393|7240989|7979757|7994280|8280214|8372814|8400075|8644608|8650513|8659220|8795488|8857804|8857892|9201537|9298861|9382401|9475822
Heparin,D006493,9005-49-6,Venous Thrombosis,MESH:D020246,therapeutic,11204326|11251344|11345711|11571356|1493394|15020349|15686740|1740038|1845603|18464947|19415734|19519692|20473075|224344|3139897|3401113|3402234|3962762|4126560|448439|470959|4714850|6359570|696156|7179208|795299|8171941|8196729|8358198|8374097|9390592
Heparin,D006493,9005-49-6,Ventricular Dysfunction,MESH:D018754,therapeutic,8713574
Heparin,D006493,9005-49-6,Ventricular Fibrillation,MESH:D014693,marker/mechanism,18972074|6401894
Heparin,D006493,9005-49-6,Vertebrobasilar Insufficiency,MESH:D014715,therapeutic,1944711|9482190
heparin-dihydergot,C031388,,Arterial Occlusive Diseases,MESH:D001157,marker/mechanism,3959671
heparin-dihydergot,C031388,,Arteriosclerosis,MESH:D001161,therapeutic,6653417
heparin-dihydergot,C031388,,Coma,MESH:D003128,marker/mechanism,6653417
heparin-dihydergot,C031388,,Gangrene,MESH:D005734,marker/mechanism,6498453
heparin-dihydergot,C031388,,"Infarction, Middle Cerebral Artery",MESH:D020244,marker/mechanism,6653417
heparin-dihydergot,C031388,,Ischemia,MESH:D007511,marker/mechanism,1677286|3660102
heparin-dihydergot,C031388,,Ischemia,MESH:D007511,therapeutic,6147974
heparin-dihydergot,C031388,,Paresis,MESH:D010291,marker/mechanism,6653417
heparin-dihydergot,C031388,,Pulmonary Edema,MESH:D011654,marker/mechanism,6653417
heparin-dihydergot,C031388,,Renal Insufficiency,MESH:D051437,marker/mechanism,1677286
heparin-dihydergot,C031388,,Skin Diseases,MESH:D012871,marker/mechanism,6653417
heparin-dihydergot,C031388,,Spasm,MESH:D013035,marker/mechanism,3660102|4082802|6498453|6839987
heparin-dihydergot,C031388,,Spasm,MESH:D013035,therapeutic,6147974
heparin-dihydergot,C031388,,Thromboembolism,MESH:D013923,therapeutic,6124691|6147974|6498453|7117148
heparin-dihydergot,C031388,,Thrombosis,MESH:D013927,therapeutic,3388590|3660102|3780446
heparin-dihydergot,C031388,,Vascular Diseases,MESH:D014652,marker/mechanism,3388590|6124691
heparin-dihydergot,C031388,,Vascular Diseases,MESH:D014652,therapeutic,7117148
heparin-lithocholate,C519845,,"Neoplasms, Experimental",MESH:D009374,therapeutic,17318418
"Heparin, Low-Molecular-Weight",D006495,,Alzheimer Disease,MESH:D000544,therapeutic,9453569
"Heparin, Low-Molecular-Weight",D006495,,Arterial Occlusive Diseases,MESH:D001157,marker/mechanism,17413518|19783545
"Heparin, Low-Molecular-Weight",D006495,,Cerebral Hemorrhage,MESH:D002543,marker/mechanism,19513580
"Heparin, Low-Molecular-Weight",D006495,,Cerebral Infarction,MESH:D002544,marker/mechanism,16148626
"Heparin, Low-Molecular-Weight",D006495,,COVID-19,MESH:D000086382,therapeutic,32220112
"Heparin, Low-Molecular-Weight",D006495,,Disseminated Intravascular Coagulation,MESH:D004211,therapeutic,32220112|6233579|9134660
"Heparin, Low-Molecular-Weight",D006495,,Drug-Related Side Effects and Adverse Reactions,MESH:D064420,therapeutic,14597133|27474498
"Heparin, Low-Molecular-Weight",D006495,,Embolism,MESH:D004617,therapeutic,16148626
"Heparin, Low-Molecular-Weight",D006495,,"Embolism, Cholesterol",MESH:D017700,marker/mechanism,16553203|9380624
"Heparin, Low-Molecular-Weight",D006495,,Heart Diseases,MESH:D006331,therapeutic,14597133
"Heparin, Low-Molecular-Weight",D006495,,Hematoma,MESH:D006406,marker/mechanism,16510832|18545085|20570795
"Heparin, Low-Molecular-Weight",D006495,,Hemorrhage,MESH:D006470,marker/mechanism,12109865|12707733
"Heparin, Low-Molecular-Weight",D006495,,Hemospermia,MESH:D051516,marker/mechanism,17688919
"Heparin, Low-Molecular-Weight",D006495,,Hyperalgesia,MESH:D006930,therapeutic,27474498
"Heparin, Low-Molecular-Weight",D006495,,"Hypertension, Pregnancy-Induced",MESH:D046110,therapeutic,22118560
"Heparin, Low-Molecular-Weight",D006495,,Intracranial Thrombosis,MESH:D020767,marker/mechanism,20739823
"Heparin, Low-Molecular-Weight",D006495,,Myocardial Infarction,MESH:D009203,therapeutic,11489769
"Heparin, Low-Molecular-Weight",D006495,,"Neuropathy, Painful",MESH:C564945,therapeutic,27474498
"Heparin, Low-Molecular-Weight",D006495,,Pancreatitis,MESH:D010195,therapeutic,32351125
"Heparin, Low-Molecular-Weight",D006495,,Postoperative Complications,MESH:D011183,marker/mechanism,17413518
"Heparin, Low-Molecular-Weight",D006495,,Postoperative Complications,MESH:D011183,therapeutic,25894159
"Heparin, Low-Molecular-Weight",D006495,,Postoperative Hemorrhage,MESH:D019106,marker/mechanism,16874225
"Heparin, Low-Molecular-Weight",D006495,,Proteinuria,MESH:D011507,marker/mechanism,9506681
"Heparin, Low-Molecular-Weight",D006495,,Pulmonary Embolism,MESH:D011655,marker/mechanism,12020989|16924578|1723582|20160369
"Heparin, Low-Molecular-Weight",D006495,,Pulmonary Embolism,MESH:D011655,therapeutic,11853821|25894159
"Heparin, Low-Molecular-Weight",D006495,,Renal Insufficiency,MESH:D051437,marker/mechanism,8554694
"Heparin, Low-Molecular-Weight",D006495,,Sciatic Neuropathy,MESH:D020426,marker/mechanism,19340383
"Heparin, Low-Molecular-Weight",D006495,,"Sinus Thrombosis, Intracranial",MESH:D012851,therapeutic,18786290
"Heparin, Low-Molecular-Weight",D006495,,Stroke,MESH:D020521,marker/mechanism,16148626
"Heparin, Low-Molecular-Weight",D006495,,Thrombocytopenia,MESH:D013921,marker/mechanism,10981327|12020989|14979398|16148626|1649359|16963663|1723582|17413518|19195684|19783545|20160369|20739823|9034559
"Heparin, Low-Molecular-Weight",D006495,,Thromboembolism,MESH:D013923,marker/mechanism,12109865|1649359|16706967
"Heparin, Low-Molecular-Weight",D006495,,Thromboembolism,MESH:D013923,therapeutic,11566456|17549307|19513580
"Heparin, Low-Molecular-Weight",D006495,,Thrombophlebitis,MESH:D013924,therapeutic,15452397
"Heparin, Low-Molecular-Weight",D006495,,Thrombosis,MESH:D013927,marker/mechanism,10981327|16148626|17413518|2818066|3773133|7914574|9034559
"Heparin, Low-Molecular-Weight",D006495,,Thrombosis,MESH:D013927,therapeutic,20808689
"Heparin, Low-Molecular-Weight",D006495,,"Vasculitis, Leukocytoclastic, Cutaneous",MESH:D018366,marker/mechanism,16230926
"Heparin, Low-Molecular-Weight",D006495,,Venous Thromboembolism,MESH:D054556,marker/mechanism,16963663
"Heparin, Low-Molecular-Weight",D006495,,Venous Thromboembolism,MESH:D054556,therapeutic,15457363|16123915|18478950|19357539
"Heparin, Low-Molecular-Weight",D006495,,Venous Thrombosis,MESH:D020246,marker/mechanism,12020989|20739823
"Heparin, Low-Molecular-Weight",D006495,,Venous Thrombosis,MESH:D020246,therapeutic,11204326|11251344|11853821|15327525|16123915|17549307|25712335|8016818|8175046
"heparin, O-desulfated",C410523,,Myocardial Infarction,MESH:D009203,therapeutic,10843908
"heparin, O-desulfated",C410523,,Myocardial Reperfusion Injury,MESH:D015428,therapeutic,10843908
Hepatitis A Vaccines,D022362,,Hepatitis A,MESH:D006506,therapeutic,18595548|8673200
