Enzyme,Action,Target_Organ,Next_Step
GHR,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GHR,Inhibit,Heart,Myocardial Ischemia
GHRL,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GHRL,Inhibit,Heart,Heart Failure
GIGYF2,Inhibit,Brain,Neurodevelopmental Disorders
GINS1,Inhibit,Liver,"Carcinoma, Hepatocellular"
GJA1,Inhibit,Heart,"Arrhythmias, Cardiac"
GJA1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GJA1,Inhibit,Heart,Myocardial Reperfusion Injury
GJA4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GJB1,Inhibit,Liver,"Carcinoma, Hepatocellular"
GJB1,Inhibit,Liver,Liver Neoplasms
GJB1,Inhibit,Liver,"Liver Neoplasms, Experimental"
GK,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GK,Inhibit,Heart,Myocardial Ischemia
GLAZ,Inhibit,Brain,Neurodegenerative Diseases
GLI1,Inhibit,Liver,"Carcinoma, Hepatocellular"
GLIPR1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GLRX3,Inhibit,Heart,Cardiomegaly
GLS,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GLS2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GLT8D1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GLUD1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GLUL,Inhibit,Brain,"Brain Diseases, Metabolic, Inborn"
GLUL,Inhibit,Liver,"Carcinoma, Hepatocellular"
GLUL,Inhibit,Liver,Hepatic Encephalopathy
GLUL,Inhibit,Liver,"Liver Neoplasms, Experimental"
GMFG,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GMNN,Inhibit,Liver,"Carcinoma, Hepatocellular"
GNA11,Inhibit,Heart,"Heart Defects, Congenital"
GNA12,Inhibit,Heart,Myocardial Ischemia
GNA14,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GNAI2,Inhibit,Heart,Bradycardia
GNAI2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GNAI2,Inhibit,Heart,"VENTRICULAR TACHYCARDIA, FAMILIAL"
GNAO1,Inhibit,Liver,"Carcinoma, Hepatocellular"
GNAO1,Inhibit,Brain,Neurodevelopmental Disorders
GNAQ,Inhibit,Heart,"Heart Defects, Congenital"
GNAS,Inhibit,Liver,"Liver Diseases, Parasitic"
GNAS,Inhibit,Brain,Neuroblastoma
GNAS,Inhibit,Heart,Tachycardia
GNAZ,Inhibit,Liver,"Carcinoma, Hepatocellular"
GNB5,Inhibit,Heart,"LODDER-MERLA SYNDROME, TYPE 1, WITH IMPAIRED INTELLECTUAL DEVELOPMENT AND CARDIAC ARRHYTHMIA"
GNB5,Inhibit,Heart,"LODDER-MERLA SYNDROME, TYPE 2, WITH DEVELOPMENTAL DELAY AND WITH OR WITHOUT CARDIAC ARRHYTHMIA"
GNG8,Inhibit,Liver,Liver Diseases
GNGT2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GNMT,Inhibit,Liver,"Carcinoma, Hepatocellular"
GNMT,Inhibit,Liver,Hepatitis
GNMT,Inhibit,Liver,"Hepatitis, Chronic"
GNMT,Inhibit,Liver,Liver Neoplasms
GNMT,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
GNPDA1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GNRH1,Inhibit,Heart,Bradycardia
GNRH1,Inhibit,Heart,Tachycardia
GOT1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GOT1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GP1BA,Inhibit,Brain,"NONARTERITIC ANTERIOR ISCHEMIC OPTIC NEUROPATHY, SUSCEPTIBILITY TO"
GP1BB,Inhibit,Heart,"Heart Defects, Congenital"
GPAM,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GPC3,Inhibit,Liver,"Carcinoma, Hepatocellular"
GPD1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GPD1L,Inhibit,Liver,Fatty Liver
GPER1,Inhibit,Liver,Hepatomegaly
GPER1,Inhibit,Liver,Liver Neoplasms
GPM6A,Inhibit,Liver,"Carcinoma, Hepatocellular"
GPNMB,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GPNMB,Inhibit,Liver,"Liver Failure, Acute"
GPR137B-PS,Inhibit,Liver,Liver Cirrhosis
GPR155,Inhibit,Liver,Hepatomegaly
GPR158,Inhibit,Liver,"Carcinoma, Hepatocellular"
GPR17,Inhibit,Brain,Brain Infarction
GPR68,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GPT,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GPT,Inhibit,Liver,Fatty Liver
GPT,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GPT,Inhibit,Liver,Liver Diseases
GPT,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
GPT2,Inhibit,Brain,NEURODEVELOPMENTAL DISORDER WITH SPASTIC PARAPLEGIA AND MICROCEPHALY
GPX1,Inhibit,Brain,Brain Ischemia
GPX1,Inhibit,Heart,"Cardiomyopathy, Dilated"
GPX1,Inhibit,Heart,Cardiovascular Diseases
GPX1,Inhibit,Liver,Fatty Liver
GPX1,Inhibit,Liver,"Hepatitis, Chronic"
GPX2,Inhibit,Liver,Liver Neoplasms
GPX3,Inhibit,Liver,Liver Neoplasms
GPX3,Inhibit,Brain,Neurodegenerative Diseases
GPX4,Inhibit,Liver,Fatty Liver
GPX4,Inhibit,Heart,Heart Failure
GPX8,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GRIK2,Inhibit,Liver,Liver Neoplasms
GRIN1,Inhibit,Brain,"NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT HYPERKINETIC MOVEMENTS AND SEIZURES, AUTOSOMAL DOMINANT"
GRIN2B,Inhibit,Brain,Neurodevelopmental Disorders
GRK2,Inhibit,Heart,Cardiomegaly
GRK2,Inhibit,Heart,Cardiomyopathies
GRK2,Inhibit,Heart,Cardiotoxicity
GRK2,Inhibit,Heart,Cardiovascular Diseases
GRK2,Inhibit,Heart,Heart Failure
GRK4,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GRK5,Inhibit,Heart,Cardiovascular Diseases
GRK5,Inhibit,Liver,Liver Diseases
GRM5,Inhibit,Brain,Diabetic Neuropathies
GRM8,Inhibit,Brain,Brain Injuries
GRN,Inhibit,Brain,"CEROID LIPOFUSCINOSIS, NEURONAL, 11"
GRN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GRP,Inhibit,Liver,"Liver Neoplasms, Experimental"
GSK3B,Inhibit,Brain,Brain Injuries
GSK3B,Inhibit,Heart,Cardiomegaly
GSK3B,Inhibit,Brain,"Ceroid Lipofuscinosis, Neuronal, 6"
GSK3B,Inhibit,Heart,Heart Failure
GSK3B,Inhibit,Heart,Myocardial Infarction
GSN,Inhibit,Heart,Cardiomegaly
GSN,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSN,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GSR,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSR,Inhibit,Brain,Neurodegenerative Diseases
GSTA1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTA1,Inhibit,Heart,Myocardial Ischemia
GSTA1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
GSTA2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GSTA3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GSTA4,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTM1,Inhibit,Liver,"Carcinoma, Hepatocellular"
GSTM1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTM1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GSTM1,Inhibit,Liver,Liver Neoplasms
GSTM1,Inhibit,Brain,Neurodegenerative Diseases
GSTM1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
GSTM2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTM2,Inhibit,Heart,Myocardial Ischemia
GSTM2,Inhibit,Brain,Neurodegenerative Diseases
GSTM3,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTM4,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTM4,Inhibit,Brain,Neurodegenerative Diseases
GSTM5,Inhibit,Brain,Neurodegenerative Diseases
GSTM6,Inhibit,Brain,Neurodegenerative Diseases
GSTO1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTO1,Inhibit,Brain,Neurodegenerative Diseases
GSTP1,Inhibit,Liver,"Carcinoma, Hepatocellular"
GSTP1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTP1,Inhibit,Liver,"Liver Neoplasms, Experimental"
GSTP1,Inhibit,Heart,Myocardial Ischemia
GSTP1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
GSTP3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GSTT1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GSTT1,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
GSTT1B,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GTSE1,Inhibit,Liver,"Carcinoma, Hepatocellular"
GULO,Inhibit,Liver,Chemical and Drug Induced Liver Injury
GULO,Inhibit,Liver,Fatty Liver
GULO,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GULP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GYG1,Inhibit,Heart,"Arrhythmias, Cardiac"
GYG1,Inhibit,Heart,Myocardial Ischemia
GYS2,Inhibit,Liver,"Carcinoma, Hepatocellular"
GYS2,Inhibit,Liver,"Glycogen Storage Disease 0, Liver"
GZMA,Inhibit,Liver,"Liver Cirrhosis, Experimental"
GZMB,Inhibit,Liver,Hepatitis
H19,Inhibit,Liver,Chemical and Drug Induced Liver Injury
H19,Inhibit,Heart,Heart Failure
H19,Inhibit,Liver,"Hepatitis, Animal"
H19,Inhibit,Liver,"Liver Neoplasms, Experimental"
H2-T23,Inhibit,Heart,Myocardial Ischemia
H4C1,Inhibit,Liver,"Liver Failure, Acute"
HACE1,Inhibit,Brain,Neuroblastoma
HACL1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HADHA,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HADHA,Inhibit,Heart,Myocardial Ischemia
HADHA,Inhibit,Brain,Trifunctional Protein Deficiency With Myopathy And Neuropathy
HADHB,Inhibit,Liver,Fatty Liver
HADHB,Inhibit,Heart,Heart Diseases
HAGH,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HAL,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HAMP,Inhibit,Liver,"Carcinoma, Hepatocellular"
HAMP,Inhibit,Heart,"Heart Failure, Diastolic"
HAMP,Inhibit,Liver,Hepatolenticular Degeneration
HAND2,Inhibit,Heart,Cardiomegaly
HAND2,Inhibit,Heart,"Heart Defects, Congenital"
HAND2,Inhibit,Heart,Heart Failure
HAND2,Inhibit,Brain,Neuroblastoma
HAO1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HAO2,Inhibit,Liver,"Carcinoma, Hepatocellular"
HAO2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HAO2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HAS3,Inhibit,Liver,Fatty Liver
HAVCR1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HBA1,Inhibit,Brain,Cerebral Infarction
HBA-A1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HBEGF,Inhibit,Heart,Cardiotoxicity
HBEGFA,Inhibit,Brain,Brain Neoplasms
HBEGFB,Inhibit,Brain,Brain Neoplasms
HCAR3,Inhibit,Brain,Neuroinflammatory Diseases
HCFC1,Inhibit,Liver,Liver Neoplasms
HCK,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HCRT,Inhibit,Brain,Neurodegenerative Diseases
HDAC1,Inhibit,Heart,Heart Diseases
HDAC2,Inhibit,Heart,Cardiomegaly
HDAC2,Inhibit,Liver,Liver Cirrhosis
HDAC3,Inhibit,Heart,Heart Diseases
HDAC6,Inhibit,Heart,"Cardiomyopathy, Dilated"
HDC,Inhibit,Liver,Hepatomegaly
HEBP2,Inhibit,Liver,Liver Neoplasms
HECW2,Inhibit,Brain,"NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE"
HELLS,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HERC3,Inhibit,Liver,Liver Neoplasms
HERC5,Inhibit,Liver,"Carcinoma, Hepatocellular"
HES1,Inhibit,Brain,"Neuroectodermal Tumors, Primitive"
HES5,Inhibit,Brain,Brain Neoplasms
HEXIM1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HEY1,Inhibit,Brain,"Neuroectodermal Tumors, Primitive"
HEY2,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
HFE,Inhibit,Liver,Hepatitis C
HGF,Inhibit,Liver,"Carcinoma, Hepatocellular"
HGF,Inhibit,Heart,Cardiomyopathies
HGF,Inhibit,Liver,Copper-Overload Cirrhosis
HGF,Inhibit,Brain,Diabetic Neuropathies
HGF,Inhibit,Liver,"Hepatitis, Chronic"
HGF,Inhibit,Liver,Liver Cirrhosis
HGF,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HGF,Inhibit,Liver,"Liver Failure, Acute"
HGF,Inhibit,Liver,Liver Neoplasms
HGF,Inhibit,Liver,"Liver Neoplasms, Experimental"
HGF,Inhibit,Heart,Myocardial Ischemia
HGF,Inhibit,Brain,Neuroblastoma
HGFAC,Inhibit,Liver,"Carcinoma, Hepatocellular"
HHEX,Inhibit,Liver,Fatty Liver
HHIP,Inhibit,Liver,"Carcinoma, Hepatocellular"
HIF1A,Inhibit,Brain,Brain Ischemia
HIF1A,Inhibit,Heart,Cardiomegaly
HIF1A,Inhibit,Heart,"Heart Defects, Congenital"
HIF1A,Inhibit,Heart,Heart Failure
HIF1A,Inhibit,Brain,"Hypoxia-Ischemia, Brain"
HIF1A,Inhibit,Liver,Liver Cirrhosis
HIF1A,Inhibit,Liver,"Liver Cirrhosis, Biliary"
HIF1A,Inhibit,Heart,Myocardial Reperfusion Injury
HIGD2A,Inhibit,Liver,Liver Neoplasms
HINT1,Inhibit,Brain,Inherited Peripheral Neuropathy
HIP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HIVEP2,Inhibit,Heart,Myocardial Ischemia
HIVEP3,Inhibit,Brain,Neurodevelopmental Disorders
HJURP,Inhibit,Liver,"Carcinoma, Hepatocellular"
HJV,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HK1,Inhibit,Heart,Myocardial Ischemia
HK1,Inhibit,Brain,"Neuropathy, hereditary motor and sensory, Russe type"
HK2,Inhibit,Heart,Myocardial Ischemia
HK3,Inhibit,Liver,Liver Diseases
HLA-A,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HLA-B,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HLA-C,Inhibit,Liver,"Hepatitis B, Chronic"
HLA-DPA1,Inhibit,Liver,"Hepatitis B, Chronic"
HLA-DPB1,Inhibit,Liver,"Hepatitis B, Chronic"
HLA-DQB1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HLA-DRB1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HMGB1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HMGB1,Inhibit,Liver,"Cholestasis, Extrahepatic"
HMGB1,Inhibit,Heart,Myocardial Infarction
HMGB1,Inhibit,Heart,Myocardial Ischemia
HMGB1,Inhibit,Heart,Myocardial Reperfusion Injury
HMGB1,Inhibit,Brain,"Neuropathy, Painful"
HMGB2,Inhibit,Liver,"Carcinoma, Hepatocellular"
HMGCR,Inhibit,Liver,"Carcinoma, Hepatocellular"
HMGCR,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HMGCS2,Inhibit,Heart,Heart Failure
HMGCS2,Inhibit,Heart,Myocardial Ischemia
HMGN5B,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HMMR,Inhibit,Liver,"Carcinoma, Hepatocellular"
HMMR-AS1,Inhibit,Liver,"Carcinoma, Hepatocellular"
HMOX1,Inhibit,Heart,Cardiomegaly
HMOX1,Inhibit,Brain,Cerebral Hemorrhage
HMOX1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HMOX1,Inhibit,Heart,Heart Failure
HMOX1,Inhibit,Liver,Hepatitis
HMOX1,Inhibit,Liver,Hepatorenal Syndrome
HMOX1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HMOX1,Inhibit,Liver,Liver Diseases
HMOX1,Inhibit,Liver,Liver Neoplasms
HMOX1,Inhibit,Heart,Myocardial Ischemia
HMOX1,Inhibit,Brain,Neurodegenerative Diseases
HMOX2,Inhibit,Brain,Cerebral Hemorrhage
HNF1A,Inhibit,Liver,"Hepatic Adenomas, Familial"
HNRNPU,Inhibit,Brain,Neurodevelopmental Disorders
HOPX,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HOTAIR,Inhibit,Liver,"Carcinoma, Hepatocellular"
HOTTIP,Inhibit,Heart,Heart Failure
HOXA1,Inhibit,Brain,Athabaskan brainstem dysgenesis
HOXA1,Inhibit,Heart,"Heart Defects, Congenital"
HOXA10,Inhibit,Liver,"Carcinoma, Hepatocellular"
HOXA11-AS,Inhibit,Heart,Heart Failure
HOXA13,Inhibit,Liver,"Carcinoma, Hepatocellular"
HOXA3,Inhibit,Heart,"Heart Defects, Congenital"
HOXA3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HOXD9,Inhibit,Liver,"Carcinoma, Hepatocellular"
HP,Inhibit,Heart,Cardiovascular Diseases
HP,Inhibit,Liver,Hepatitis B
HP,Inhibit,Liver,"Hepatitis B, Chronic"
HP,Inhibit,Liver,"Hepatitis C, Chronic"
HP,Inhibit,Heart,Myocardial Infarction
HPCAL1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HPD,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HPDL,Inhibit,Brain,NEURODEVELOPMENTAL DISORDER WITH PROGRESSIVE SPASTICITY AND BRAIN WHITE MATTER ABNORMALITIES
HPGDS,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HPGDS,Inhibit,Liver,Liver Diseases
HPRT1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HPSE,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HPX,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HRAS,Inhibit,Liver,"Adenoma, Liver Cell"
HRAS,Inhibit,Brain,Brain Neoplasms
HRAS,Inhibit,Liver,"Carcinoma, Hepatocellular"
HRAS,Inhibit,Heart,Cardiofaciocutaneous syndrome
HRAS,Inhibit,Liver,Liver Neoplasms
HRAS,Inhibit,Liver,"Liver Neoplasms, Experimental"
HRAS,Inhibit,Brain,Neuroblastoma
HRC,Inhibit,Heart,Cardiomegaly
HRH2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HSD11B2,Inhibit,Liver,Liver Cirrhosis
HSD11B2,Inhibit,Heart,Myocardial Infarction
HSD17B2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HSD17B6,Inhibit,Liver,"Liver Cirrhosis, Experimental"
HSD3B2,Inhibit,Liver,"Carcinoma, Hepatocellular"
HSDL2,Inhibit,Liver,Liver Neoplasms
HSP27,Inhibit,Heart,Myocardial Infarction
HSPA1A,Inhibit,Brain,Brain Injuries
HSPA1A,Inhibit,Liver,Liver Diseases
HSPA1A,Inhibit,Heart,Myocardial Ischemia
HSPA2,Inhibit,Heart,Myocardial Ischemia
HSPA5,Inhibit,Liver,"Carcinoma, Hepatocellular"
HSPA5,Inhibit,Liver,Chemical and Drug Induced Liver Injury
HSPA5,Inhibit,Heart,Myocardial Infarction
HSPA9,Inhibit,Liver,"Carcinoma, Hepatocellular"
HSPA9,Inhibit,Heart,Myocardial Ischemia
HSPB1,Inhibit,Liver,"Carcinoma, Hepatocellular"
HSPB1,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
HSPB1,Inhibit,Heart,Heart Failure
HSPB1,Inhibit,Brain,"Neuronopathy, Distal Hereditary Motor, Type IIB"
HSPB3,Inhibit,Brain,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, AUTOSOMAL DOMINANT 4"
HSPB6,Inhibit,Heart,Heart Diseases
HSPB8,Inhibit,Brain,"Neuropathy, Distal Hereditary Motor, Type IIA"
HSPD1,Inhibit,Heart,Cardiomyopathies
HSPD1,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
HSPD1,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
HSPE1,Inhibit,Heart,Cardiomyopathies
HTATIP2,Inhibit,Liver,"Carcinoma, Hepatocellular"
HTR1A,Inhibit,Heart,Bradycardia
HTR2B,Inhibit,Heart,Cardiomegaly
HTR2B,Inhibit,Heart,Heart Failure
HTR2B,Inhibit,Heart,Heart Valve Diseases
HTR4,Inhibit,Heart,"Arrhythmias, Cardiac"
HTR4,Inhibit,Heart,Tachycardia
HTRA1,Inhibit,Brain,"CEREBRAL ARTERIOPATHY, AUTOSOMAL RECESSIVE, WITH SUBCORTICAL INFARCTS AND LEUKOENCEPHALOPATHY 2"
HULC,Inhibit,Liver,Liver Neoplasms
HYKK,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IARS1,Inhibit,Liver,"GROWTH RETARDATION, IMPAIRED INTELLECTUAL DEVELOPMENT, HYPOTONIA, AND HEPATOPATHY"
IARS2,Inhibit,Brain,"CATARACTS, GROWTH HORMONE DEFICIENCY, SENSORY NEUROPATHY, SENSORINEURAL HEARING LOSS, AND SKELETAL DYSPLASIA"
ICAM1,Inhibit,Brain,"Brain Injuries, Traumatic"
ICAM1,Inhibit,Brain,Brain Ischemia
ICAM1,Inhibit,Heart,Cardiovascular Diseases
ICAM1,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
ICAM1,Inhibit,Heart,Myocardial Infarction
ICAM1,Inhibit,Heart,Myocardial Ischemia
ICAM1,Inhibit,Heart,Myocardial Reperfusion Injury
ICAM2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
ICAM3,Inhibit,Liver,"Liver Cirrhosis, Biliary"
ID1,Inhibit,Heart,Myocardial Ischemia
ID2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
ID3,Inhibit,Heart,Myocardial Ischemia
ID4,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IDH1,Inhibit,Liver,"Carcinoma, Hepatocellular"
IDH1,Inhibit,Liver,"Liver Failure, Acute"
IDH2,Inhibit,Heart,Cardiomegaly
IDH2,Inhibit,Heart,"Cardiomyopathy, Hypertrophic"
IDO1,Inhibit,Brain,Neurodegenerative Diseases
IDO2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
IDO2,Inhibit,Liver,Liver Cirrhosis
IFI204,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFI27L2B,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFI30,Inhibit,Liver,Non-alcoholic Fatty Liver Disease
IFI35,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFIH1,Inhibit,Heart,Aicardi-Goutieres syndrome
IFIT3,Inhibit,Heart,Heart Failure
IFITM1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFNA,Inhibit,Liver,"Hepatitis C, Chronic"
IFNA1,Inhibit,Liver,"Carcinoma, Hepatocellular"
IFNA1,Inhibit,Liver,Hepatitis B
IFNA1,Inhibit,Liver,Liver Cirrhosis
IFNA1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFNA1,Inhibit,Liver,Liver Neoplasms
IFNA2,Inhibit,Liver,Chemical and Drug Induced Liver Injury
IFNA2,Inhibit,Liver,Fatty Liver
IFNA2,Inhibit,Liver,Hepatitis B
IFNA2,Inhibit,Liver,"Hepatitis B, Chronic"
IFNA2,Inhibit,Liver,Hepatitis C
IFNA2,Inhibit,Liver,"Hepatitis C, Chronic"
IFNA2,Inhibit,Liver,"Hepatitis, Chronic"
IFNA2,Inhibit,Liver,Hepatomegaly
IFNA2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFNA2,Inhibit,Heart,Myocardial Infarction
IFNA2,Inhibit,Brain,"Optic Neuropathy, Ischemic"
IFNAR2,Inhibit,Liver,Hepatitis B
IFNB1,Inhibit,Brain,Brain Diseases
IFNB1,Inhibit,Liver,Hepatitis B
IFNB1,Inhibit,Brain,Neuroblastoma
IFNG,Inhibit,Brain,Brain Diseases
IFNG,Inhibit,Liver,Chemical and Drug Induced Liver Injury
IFNG,Inhibit,Heart,Heart Arrest
IFNG,Inhibit,Heart,Heart Failure
IFNG,Inhibit,Liver,Hepatitis
IFNG,Inhibit,Liver,"Hepatitis, Autoimmune"
IFNG,Inhibit,Liver,Hepatitis B
IFNG,Inhibit,Liver,Hepatitis C
IFNG,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFNGR1,Inhibit,Liver,Hepatitis B
IFNGR1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFNGR1,Inhibit,Heart,Myocardial Ischemia
IFNL3,Inhibit,Brain,Brain Injuries
IFNL3,Inhibit,Liver,"Hepatic Fibrosis, Congenital"
IFNL3,Inhibit,Liver,Hepatitis C
IFRD1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IFT122,Inhibit,Heart,"Edema, Cardiac"
IFT88,Inhibit,Liver,Liver Neoplasms
IGBP1,Inhibit,Liver,"Carcinoma, Hepatocellular"
IGF1,Inhibit,Liver,"Carcinoma, Hepatocellular"
IGF1,Inhibit,Heart,Cardiomegaly
IGF1,Inhibit,Liver,Chemical and Drug Induced Liver Injury
IGF1,Inhibit,Heart,Diabetic Cardiomyopathies
IGF1,Inhibit,Brain,"Infarction, Middle Cerebral Artery"
IGF1,Inhibit,Liver,Liver Cirrhosis
IGF1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IGF1,Inhibit,Heart,Myocardial Ischemia
IGF1,Inhibit,Brain,Neurodevelopmental Disorders
IGF1R,Inhibit,Liver,"Carcinoma, Hepatocellular"
IGF2,Inhibit,Liver,"Carcinoma, Hepatocellular"
IGF2,Inhibit,Liver,Hepatoblastoma
IGF2,Inhibit,Liver,Liver Neoplasms
IGF2BP1,Inhibit,Liver,"Carcinoma, Hepatocellular"
IGF2BP1,Inhibit,Brain,Neuroblastoma
IGF2BP3,Inhibit,Liver,"Carcinoma, Hepatocellular"
IGF2BP3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IGF2R,Inhibit,Liver,"Carcinoma, Hepatocellular"
IGF2R,Inhibit,Heart,Diabetic Cardiomyopathies
IGF2R,Inhibit,Heart,Endomyocardial Fibrosis
IGF2R,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IGFALS,Inhibit,Liver,"Carcinoma, Hepatocellular"
IGFALS,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IGFBP1,Inhibit,Liver,Liver Cirrhosis
IGFBP1,Inhibit,Liver,"Liver Cirrhosis, Biliary"
IGFBP1,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IGFBP2,Inhibit,Liver,Liver Cirrhosis
IGFBP2,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IGFBP3,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IGFBP3,Inhibit,Heart,Myocardial Ischemia
IGFBP7,Inhibit,Liver,"Liver Cirrhosis, Experimental"
IGG-2A,Inhibit,Liver,Hepatomegaly
IGH-6,Inhibit,Liver,Hepatomegaly
IGKC,Inhibit,Liver,Hepatomegaly
IGSF6,Inhibit,Liver,"Liver Cirrhosis, Experimental"
